freq,psd_x,psd_y,psd_z,psd_xyz
0.0,1.600e+03,2.022e+01,3.246e+01,1.653e+03
1.5,9.464e+02,4.426e+01,6.139e+01,1.052e+03
3.1,8.314e+01,3.853e+01,4.854e+01,1.702e+02
4.6,5.807e+02,4.147e+01,4.430e+01,6.665e+02
6.1,2.159e+03,4.746e+01,4.150e+01,2.248e+03
7.6,3.570e+03,5.054e+01,4.268e+01,3.663e+03
9.2,5.181e+03,5.247e+01,4.282e+01,5.277e+03
10.7,7.337e+03,5.990e+01,4.519e+01,7.442e+03
12.2,9.932e+03,6.347e+01,4.830e+01,1.004e+04
13.8,1.102e+04,7.576e+01,4.707e+01,1.114e+04
15.3,1.156e+04,7.769e+01,4.610e+01,1.168e+04
16.8,1.428e+04,6.614e+01,4.804e+01,1.440e+04
18.3,1.787e+04,7.617e+01,4.953e+01,1.799e+04
19.9,2.193e+04,8.360e+01,4.752e+01,2.206e+04
21.4,2.648e+04,8.943e+01,4.630e+01,2.662e+04
22.9,3.167e+04,9.551e+01,4.178e+01,3.181e+04
24.5,3.765e+04,1.167e+02,4.104e+01,3.781e+04
26.0,4.417e+04,1.320e+02,4.210e+01,4.434e+04
27.5,5.166e+04,1.561e+02,4.787e+01,5.186e+04
29.1,5.987e+04,1.753e+02,4.885e+01,6.009e+04
30.6,6.905e+04,1.937e+02,4.914e+01,6.930e+04
32.1,8.018e+04,2.253e+02,5.012e+01,8.046e+04
33.6,9.241e+04,2.469e+02,5.432e+01,9.271e+04
35.2,1.052e+05,2.564e+02,6.342e+01,1.055e+05
36.7,1.189e+05,2.737e+02,6.782e+01,1.192e+05
38.2,1.368e+05,3.125e+02,7.093e+01,1.372e+05
39.8,1.593e+05,3.842e+02,6.576e+01,1.597e+05
41.3,1.860e+05,4.407e+02,6.793e+01,1.865e+05
42.8,2.163e+05,5.389e+02,7.914e+01,2.169e+05
44.3,2.498e+05,6.709e+02,8.353e+01,2.506e+05
45.9,2.867e+05,8.255e+02,9.146e+01,2.876e+05
47.4,3.331e+05,1.062e+03,1.073e+02,3.343e+05
48.9,3.910e+05,1.368e+03,1.268e+02,3.925e+05
50.5,4.636e+05,1.734e+03,1.399e+02,4.655e+05
52.0,5.570e+05,2.047e+03,1.296e+02,5.592e+05
53.5,6.767e+05,2.413e+03,9.808e+01,6.792e+05
55.0,8.453e+05,3.051e+03,6.768e+01,8.484e+05
56.6,1.096e+06,4.621e+03,1.048e+02,1.101e+06
58.1,1.436e+06,7.451e+03,5.578e+02,1.444e+06
59.6,1.591e+06,8.254e+03,2.370e+03,1.601e+06
61.2,1.641e+06,6.708e+03,5.399e+03,1.653e+06
62.7,1.968e+06,6.731e+03,1.062e+04,1.985e+06
64.2,2.577e+06,9.293e+03,2.324e+04,2.610e+06
65.7,3.636e+06,1.506e+04,5.728e+04,3.708e+06
67.3,4.841e+06,2.520e+04,1.333e+05,5.000e+06
68.8,6.065e+06,3.880e+04,1.954e+05,6.300e+06
70.3,8.920e+06,5.935e+04,2.073e+05,9.186e+06
71.9,1.055e+07,6.698e+04,1.813e+05,1.080e+07
73.4,9.550e+06,5.801e+04,1.362e+05,9.745e+06
74.9,7.401e+06,3.492e+04,9.920e+04,7.535e+06
76.5,5.778e+06,1.977e+04,7.351e+04,5.872e+06
78.0,4.521e+06,1.137e+04,5.464e+04,4.587e+06
79.5,3.570e+06,7.146e+03,3.961e+04,3.617e+06
81.0,2.880e+06,5.227e+03,2.844e+04,2.914e+06
82.6,2.347e+06,5.552e+03,1.709e+04,2.370e+06
84.1,1.935e+06,6.859e+03,8.866e+03,1.950e+06
85.6,1.625e+06,8.809e+03,4.498e+03,1.638e+06
87.2,1.395e+06,1.122e+04,2.108e+03,1.408e+06
88.7,1.204e+06,1.351e+04,8.807e+02,1.218e+06
90.2,1.033e+06,1.498e+04,5.462e+02,1.048e+06
91.7,9.000e+05,1.515e+04,6.292e+02,9.158e+05
93.3,7.756e+05,1.602e+04,8.480e+02,7.925e+05
94.8,6.685e+05,1.899e+04,1.227e+03,6.887e+05
96.3,6.005e+05,2.525e+04,1.747e+03,6.275e+05
