freq,psd_x,psd_y,psd_z,psd_xyz
0.0,2.849e+01,3.319e+02,1.337e+03,1.698e+03
1.5,5.586e+01,2.944e+02,8.714e+02,1.222e+03
2.9,5.114e+01,1.369e+02,1.452e+02,3.333e+02
4.4,4.795e+01,1.334e+02,4.366e+02,6.180e+02
5.8,5.235e+01,1.539e+02,1.782e+03,1.989e+03
7.3,5.382e+01,1.567e+02,3.180e+03,3.391e+03
8.7,5.200e+01,1.505e+02,4.552e+03,4.754e+03
10.2,4.870e+01,1.557e+02,5.759e+03,5.963e+03
11.6,4.641e+01,1.572e+02,7.626e+03,7.830e+03
13.1,4.965e+01,1.611e+02,1.103e+04,1.124e+04
14.5,5.544e+01,1.824e+02,1.532e+04,1.556e+04
16.0,5.377e+01,1.900e+02,2.219e+04,2.243e+04
17.4,4.811e+01,1.875e+02,2.920e+04,2.944e+04
18.9,5.067e+01,1.988e+02,3.196e+04,3.221e+04
20.4,5.385e+01,2.156e+02,3.440e+04,3.466e+04
21.8,4.939e+01,2.694e+02,3.771e+04,3.803e+04
23.3,5.884e+01,3.545e+02,4.259e+04,4.300e+04
24.7,6.267e+01,4.257e+02,4.776e+04,4.825e+04
26.2,6.447e+01,4.345e+02,5.307e+04,5.357e+04
27.6,6.799e+01,5.182e+02,6.354e+04,6.412e+04
29.1,7.828e+01,6.507e+02,7.674e+04,7.747e+04
30.5,7.741e+01,8.429e+02,9.195e+04,9.287e+04
32.0,8.605e+01,1.163e+03,1.157e+05,1.170e+05
33.4,8.526e+01,1.598e+03,1.422e+05,1.439e+05
34.9,7.746e+01,2.429e+03,1.717e+05,1.742e+05
36.4,8.547e+01,3.887e+03,2.220e+05,2.260e+05
37.8,9.301e+01,5.890e+03,3.135e+05,3.195e+05
39.3,1.096e+02,9.220e+03,4.863e+05,4.956e+05
40.7,1.341e+02,1.515e+04,7.680e+05,7.833e+05
42.2,1.312e+02,2.918e+04,1.245e+06,1.274e+06
43.6,1.609e+02,6.175e+04,2.044e+06,2.106e+06
45.1,4.069e+02,1.147e+05,3.046e+06,3.161e+06
46.5,1.149e+03,1.581e+05,3.652e+06,3.811e+06
48.0,2.087e+03,1.494e+05,3.224e+06,3.375e+06
49.4,2.727e+03,1.172e+05,2.466e+06,2.586e+06
50.9,2.892e+03,8.894e+04,1.834e+06,1.926e+06
52.3,2.711e+03,7.539e+04,1.478e+06,1.556e+06
53.8,2.343e+03,7.381e+04,1.375e+06,1.452e+06
55.3,1.837e+03,7.519e+04,1.323e+06,1.400e+06
56.7,1.340e+03,7.875e+04,1.278e+06,1.358e+06
58.2,1.143e+03,1.002e+05,1.480e+06,1.581e+06
59.6,8.529e+02,1.109e+05,1.499e+06,1.610e+06
61.1,6.960e+02,1.236e+05,1.541e+06,1.665e+06
62.5,6.508e+02,1.362e+05,1.590e+06,1.727e+06
64.0,6.821e+02,1.418e+05,1.576e+06,1.719e+06
65.4,7.558e+02,1.391e+05,1.538e+06,1.678e+06
66.9,8.758e+02,1.233e+05,1.482e+06,1.606e+06
68.3,1.196e+03,9.378e+04,1.401e+06,1.496e+06
69.8,2.565e+03,1.068e+05,1.303e+06,1.413e+06
71.3,3.318e+03,2.485e+05,1.171e+06,1.423e+06
72.7,3.140e+03,4.009e+05,1.122e+06,1.526e+06
74.2,2.787e+03,3.929e+05,1.008e+06,1.404e+06
75.6,2.690e+03,3.648e+05,9.841e+05,1.352e+06
77.1,2.391e+03,2.977e+05,8.389e+05,1.139e+06
78.5,2.362e+03,2.598e+05,7.017e+05,9.638e+05
80.0,3.402e+03,3.089e+05,6.330e+05,9.453e+05
81.4,7.893e+03,5.130e+05,6.188e+05,1.140e+06
82.9,1.646e+04,8.277e+05,6.344e+05,1.479e+06
84.3,2.609e+04,1.048e+06,6.600e+05,1.734e+06
85.8,3.610e+04,1.157e+06,6.784e+05,1.871e+06
87.2,4.740e+04,1.265e+06,7.128e+05,2.026e+06
88.7,5.727e+04,1.333e+06,7.267e+05,2.117e+06
90.2,6.083e+04,1.379e+06,7.194e+05,2.160e+06
91.6,5.945e+04,1.422e+06,7.119e+05,2.193e+06
93.1,5.746e+04,1.439e+06,6.928e+05,2.189e+06
94.5,5.208e+04,1.485e+06,6.749e+05,2.212e+06
96.0,4.044e+04,1.586e+06,6.725e+05,2.299e+06
97.4,2.605e+04,1.654e+06,6.526e+05,2.333e+06
98.9,1.923e+04,1.603e+06,5.927e+05,2.215e+06
100.3,2.094e+04,1.363e+06,4.763e+05,1.860e+06
101.8,2.690e+04,1.409e+06,4.694e+05,1.905e+06
103.2,2.785e+04,1.175e+06,3.728e+05,1.576e+06
104.7,2.586e+04,1.035e+06,3.134e+05,1.374e+06
106.2,2.173e+04,8.989e+05,2.595e+05,1.180e+06
107.6,1.989e+04,7.387e+05,2.056e+05,9.641e+05
109.1,2.459e+04,6.025e+05,1.665e+05,7.936e+05
110.5,2.901e+04,5.591e+05,1.514e+05,7.394e+05
112.0,2.606e+04,5.089e+05,1.287e+05,6.637e+05
113.4,2.520e+04,6.088e+05,1.423e+05,7.763e+05
114.9,2.091e+04,5.446e+05,1.169e+05,6.824e+05
116.3,1.720e+04,4.975e+05,9.605e+04,6.108e+05
117.8,1.930e+04,4.600e+05,8.005e+04,5.594e+05
119.2,2.444e+04,4.193e+05,6.573e+04,5.095e+05
120.7,2.987e+04,3.840e+05,5.415e+04,4.680e+05
122.1,3.397e+04,3.518e+05,4.409e+04,4.299e+05
123.6,3.476e+04,3.202e+05,3.560e+04,3.905e+05
125.1,3.077e+04,2.895e+05,2.829e+04,3.486e+05
126.5,2.605e+04,2.616e+05,2.208e+04,3.097e+05
128.0,2.599e+04,2.242e+05,1.538e+04,2.656e+05
129.4,2.479e+04,1.918e+05,1.067e+04,2.273e+05
130.9,3.640e+04,1.859e+05,8.755e+03,2.310e+05
132.3,3.230e+04,1.359e+05,5.569e+03,1.738e+05
133.8,1.960e+04,3.415e+04,1.559e+03,5.531e+04
135.2,1.490e+04,9.406e+03,6.221e+02,2.493e+04
136.7,1.258e+04,1.094e+04,5.159e+02,2.403e+04
138.1,1.221e+04,1.367e+04,4.803e+02,2.637e+04
139.6,1.957e+04,1.136e+04,5.862e+02,3.151e+04
141.0,2.350e+04,9.012e+03,6.973e+02,3.321e+04
142.5,2.651e+04,1.009e+04,7.795e+02,3.738e+04
144.0,3.489e+04,1.457e+04,1.011e+03,5.047e+04
145.4,3.665e+04,1.688e+04,1.113e+03,5.464e+04
146.9,3.798e+04,1.803e+04,1.390e+03,5.740e+04
148.3,4.000e+04,1.928e+04,1.696e+03,6.097e+04
149.8,4.579e+04,2.038e+04,2.142e+03,6.831e+04
151.2,4.958e+04,1.940e+04,2.529e+03,7.150e+04
152.7,5.837e+04,1.955e+04,3.080e+03,8.100e+04
154.1,5.842e+04,1.999e+04,3.167e+03,8.157e+04
155.6,6.456e+04,2.117e+04,3.532e+03,8.926e+04
157.0,6.459e+04,2.181e+04,3.645e+03,9.005e+04
158.5,6.510e+04,2.172e+04,3.786e+03,9.061e+04
160.0,6.340e+04,2.154e+04,3.837e+03,8.877e+04
161.4,6.272e+04,2.166e+04,3.898e+03,8.828e+04
162.9,6.391e+04,2.214e+04,4.034e+03,9.008e+04
164.3,6.118e+04,2.205e+04,4.000e+03,8.723e+04
165.8,5.835e+04,2.198e+04,3.980e+03,8.431e+04
167.2,5.484e+04,2.146e+04,3.899e+03,8.020e+04
168.7,5.401e+04,2.335e+04,4.033e+03,8.139e+04
170.1,4.517e+04,1.749e+04,3.078e+03,6.574e+04
171.6,4.413e+04,1.548e+04,2.991e+03,6.261e+04
173.0,5.584e+04,2.025e+04,3.986e+03,8.007e+04
174.5,5.390e+04,1.746e+04,3.761e+03,7.512e+04
175.9,5.350e+04,1.551e+04,3.733e+03,7.275e+04
177.4,5.690e+04,1.433e+04,3.876e+03,7.511e+04
178.9,6.395e+04,1.419e+04,4.225e+03,8.236e+04
180.3,6.881e+04,1.462e+04,4.566e+03,8.799e+04
181.8,7.616e+04,1.534e+04,5.176e+03,9.668e+04
183.2,8.593e+04,1.694e+04,5.941e+03,1.088e+05
184.7,8.884e+04,1.895e+04,6.320e+03,1.141e+05
186.1,9.747e+04,2.064e+04,7.041e+03,1.251e+05
187.6,1.012e+05,2.260e+04,7.334e+03,1.311e+05
189.0,1.016e+05,2.602e+04,7.413e+03,1.351e+05
190.5,1.054e+05,3.009e+04,7.639e+03,1.431e+05
191.9,1.065e+05,3.510e+04,7.938e+03,1.496e+05
193.4,1.104e+05,3.934e+04,8.415e+03,1.582e+05
194.9,1.126e+05,4.324e+04,8.603e+03,1.645e+05
196.3,1.143e+05,4.657e+04,8.472e+03,1.693e+05
197.8,1.231e+05,5.061e+04,8.777e+03,1.825e+05
199.2,1.274e+05,5.310e+04,8.670e+03,1.892e+05
