freq,psd_x,psd_y,psd_z,psd_xyz
0.0,2.608e+03,8.458e+01,3.622e+01,2.729e+03
1.5,1.662e+03,1.369e+02,5.292e+01,1.852e+03
3.0,3.139e+02,1.145e+02,6.743e+01,4.958e+02
4.5,7.314e+02,1.146e+02,2.928e+02,1.139e+03
5.9,2.245e+03,1.372e+02,4.425e+02,2.824e+03
7.4,3.558e+03,1.416e+02,2.134e+02,3.913e+03
8.9,4.629e+03,1.335e+02,7.548e+01,4.838e+03
10.4,5.856e+03,1.177e+02,5.384e+01,6.028e+03
11.9,7.515e+03,1.124e+02,4.816e+01,7.675e+03
13.4,9.394e+03,1.184e+02,4.787e+01,9.560e+03
14.8,1.165e+04,1.244e+02,4.589e+01,1.182e+04
16.3,1.421e+04,1.313e+02,5.037e+01,1.439e+04
17.8,1.706e+04,1.237e+02,5.197e+01,1.723e+04
19.3,2.074e+04,1.202e+02,5.009e+01,2.091e+04
20.8,2.541e+04,1.336e+02,5.282e+01,2.560e+04
22.3,3.132e+04,1.417e+02,5.422e+01,3.152e+04
23.8,3.821e+04,1.255e+02,6.032e+01,3.840e+04
25.2,4.453e+04,1.118e+02,6.439e+01,4.470e+04
26.7,5.007e+04,9.553e+01,5.948e+01,5.023e+04
28.2,5.647e+04,1.203e+02,6.791e+01,5.666e+04
29.7,6.395e+04,9.961e+01,6.995e+01,6.412e+04
31.2,7.373e+04,1.265e+02,9.426e+01,7.395e+04
32.7,8.510e+04,1.186e+02,1.069e+02,8.532e+04
34.1,9.810e+04,1.146e+02,1.138e+02,9.833e+04
35.6,1.104e+05,1.393e+02,1.219e+02,1.106e+05
37.1,1.236e+05,1.528e+02,1.176e+02,1.239e+05
38.6,1.417e+05,1.361e+02,1.210e+02,1.420e+05
40.1,1.640e+05,1.302e+02,1.346e+02,1.643e+05
41.6,1.878e+05,1.577e+02,1.541e+02,1.881e+05
43.1,2.355e+05,2.513e+02,2.207e+02,2.360e+05
44.5,2.760e+05,3.462e+02,4.287e+02,2.767e+05
46.0,3.326e+05,4.910e+02,7.520e+02,3.338e+05
47.5,4.018e+05,7.324e+02,1.221e+03,4.038e+05
49.0,4.900e+05,1.132e+03,1.923e+03,4.930e+05
50.5,5.990e+05,1.744e+03,2.909e+03,6.036e+05
52.0,7.275e+05,2.343e+03,3.776e+03,7.336e+05
53.4,9.005e+05,2.932e+03,4.769e+03,9.082e+05
54.9,1.159e+06,3.921e+03,7.124e+03,1.170e+06
56.4,1.533e+06,5.633e+03,1.165e+04,1.550e+06
57.9,1.979e+06,8.603e+03,1.705e+04,2.005e+06
59.4,2.423e+06,1.493e+04,2.121e+04,2.459e+06
60.9,3.929e+06,3.500e+04,3.778e+04,4.002e+06
62.3,6.050e+06,7.499e+04,8.454e+04,6.210e+06
63.8,9.757e+06,1.442e+05,1.919e+05,1.009e+07
65.3,1.461e+07,1.381e+05,1.829e+05,1.493e+07
66.8,1.676e+07,7.128e+04,9.133e+04,1.692e+07
68.3,1.459e+07,2.598e+04,5.102e+04,1.467e+07
69.8,1.178e+07,3.291e+04,3.391e+04,1.185e+07
71.3,9.993e+06,7.167e+04,2.165e+04,1.009e+07
72.7,8.670e+06,1.300e+05,1.219e+04,8.813e+06
74.2,7.193e+06,1.885e+05,1.364e+04,7.395e+06
75.7,5.927e+06,2.303e+05,2.573e+04,6.183e+06
77.2,4.866e+06,2.619e+05,4.044e+04,5.168e+06
78.7,3.982e+06,2.309e+05,4.557e+04,4.259e+06
80.2,3.071e+06,1.842e+05,3.852e+04,3.294e+06
81.6,2.666e+06,2.137e+05,3.896e+04,2.918e+06
83.1,2.352e+06,2.518e+05,4.669e+04,2.650e+06
84.6,2.099e+06,2.439e+05,5.714e+04,2.400e+06
86.1,1.703e+06,2.193e+05,6.324e+04,1.985e+06
87.6,1.508e+06,2.300e+05,6.874e+04,1.806e+06
89.1,1.415e+06,2.650e+05,7.731e+04,1.757e+06
90.6,1.322e+06,3.258e+05,9.052e+04,1.738e+06
92.0,1.179e+06,3.559e+05,9.559e+04,1.630e+06
93.5,1.035e+06,3.229e+05,8.544e+04,1.443e+06
95.0,9.070e+05,2.592e+05,6.758e+04,1.234e+06
96.5,8.080e+05,2.030e+05,5.238e+04,1.063e+06
98.0,7.341e+05,1.727e+05,4.349e+04,9.503e+05
99.5,6.578e+05,1.577e+05,3.907e+04,8.545e+05
100.9,5.917e+05,1.297e+05,3.208e+04,7.535e+05
102.4,5.481e+05,1.011e+05,2.421e+04,6.734e+05
103.9,5.108e+05,7.721e+04,1.753e+04,6.056e+05
105.4,4.992e+05,5.907e+04,1.277e+04,5.711e+05
106.9,4.956e+05,4.428e+04,8.594e+03,5.485e+05
108.4,5.047e+05,3.401e+04,5.732e+03,5.444e+05
109.9,5.541e+05,2.558e+04,4.049e+03,5.837e+05
111.3,5.782e+05,1.227e+04,2.512e+03,5.930e+05
112.8,5.699e+05,4.652e+03,1.461e+03,5.761e+05
114.3,5.402e+05,5.717e+03,7.857e+02,5.467e+05
115.8,5.106e+05,8.343e+03,7.450e+02,5.197e+05
117.3,4.941e+05,9.548e+03,8.450e+02,5.045e+05
118.8,4.675e+05,8.739e+03,7.756e+02,4.771e+05
120.2,4.241e+05,7.732e+03,6.606e+02,4.325e+05
121.7,3.956e+05,6.643e+03,7.091e+02,4.030e+05
123.2,3.968e+05,4.931e+03,7.896e+02,4.025e+05
124.7,4.320e+05,4.741e+03,1.092e+03,4.379e+05
126.2,4.767e+05,4.211e+03,1.669e+03,4.826e+05
127.7,4.694e+05,3.582e+03,2.171e+03,4.752e+05
129.2,4.368e+05,6.891e+03,2.798e+03,4.464e+05
130.6,4.495e+05,1.687e+04,4.414e+03,4.708e+05
132.1,4.266e+05,2.267e+04,6.308e+03,4.556e+05
133.6,1.792e+05,2.468e+04,6.145e+03,2.100e+05
135.1,6.354e+04,2.335e+04,5.572e+03,9.246e+04
136.6,6.390e+04,1.821e+04,4.287e+03,8.639e+04
138.1,5.741e+04,1.331e+04,2.998e+03,7.371e+04
139.5,5.264e+04,1.054e+04,2.223e+03,6.541e+04
141.0,5.388e+04,1.006e+04,1.976e+03,6.591e+04
142.5,5.525e+04,1.026e+04,1.776e+03,6.728e+04
144.0,5.263e+04,9.869e+03,1.421e+03,6.392e+04
145.5,4.151e+04,8.200e+03,1.001e+03,5.072e+04
147.0,2.873e+04,5.998e+03,7.211e+02,3.545e+04
148.4,2.273e+04,5.564e+03,5.961e+02,2.889e+04
149.9,1.947e+04,5.533e+03,4.650e+02,2.547e+04
151.4,1.814e+04,4.665e+03,3.630e+02,2.317e+04
152.9,1.877e+04,3.942e+03,2.846e+02,2.300e+04
154.4,1.960e+04,3.354e+03,2.234e+02,2.318e+04
155.9,1.897e+04,2.812e+03,1.798e+02,2.196e+04
157.4,1.878e+04,1.853e+03,1.600e+02,2.080e+04
158.8,1.964e+04,1.297e+03,1.582e+02,2.109e+04
160.3,2.184e+04,1.273e+03,1.842e+02,2.330e+04
161.8,2.491e+04,1.439e+03,2.306e+02,2.658e+04
163.3,2.853e+04,1.908e+03,3.281e+02,3.077e+04
164.8,3.162e+04,2.339e+03,4.549e+02,3.442e+04
166.3,3.428e+04,2.614e+03,6.500e+02,3.754e+04
167.7,3.726e+04,3.189e+03,8.444e+02,4.129e+04
169.2,4.203e+04,4.636e+03,1.005e+03,4.767e+04
170.7,4.665e+04,7.026e+03,1.210e+03,5.489e+04
172.2,4.771e+04,9.109e+03,1.347e+03,5.816e+04
173.7,4.699e+04,1.019e+04,1.460e+03,5.864e+04
175.2,4.729e+04,1.108e+04,1.620e+03,5.999e+04
176.7,4.771e+04,1.205e+04,1.793e+03,6.155e+04
178.1,4.946e+04,1.301e+04,2.098e+03,6.457e+04
179.6,4.686e+04,1.253e+04,2.150e+03,6.155e+04
181.1,4.090e+04,1.131e+04,2.061e+03,5.427e+04
182.6,5.748e+04,1.561e+04,3.207e+03,7.630e+04
184.1,5.696e+04,1.587e+04,3.644e+03,7.647e+04
185.6,5.348e+04,1.638e+04,3.844e+03,7.370e+04
187.0,5.255e+04,1.822e+04,3.557e+03,7.432e+04
188.5,4.911e+04,1.524e+04,3.091e+03,6.745e+04
190.0,5.244e+04,1.495e+04,3.577e+03,7.097e+04
191.5,5.150e+04,1.588e+04,4.122e+03,7.150e+04
193.0,4.598e+04,1.454e+04,3.990e+03,6.451e+04
194.5,4.308e+04,1.145e+04,3.382e+03,5.791e+04
196.0,4.289e+04,9.450e+03,3.778e+03,5.612e+04
197.4,3.521e+04,5.913e+03,4.487e+03,4.561e+04
198.9,3.177e+04,5.257e+03,5.664e+03,4.269e+04
